publicId,name,displayName,category,description,detailUrl,detailSuccess,hasContent,contentChars,referencesCount
"hGT5cc5Mla","ip-derivative-design","品牌IP应用专家","","基于用户提供的品牌 IP 形象图片，覆盖从基础设计延展到完整周边拓展的全链路输出。能力范围：平面/立体三视图、平面/立体表情包、平面/立体动作库（2×3 网格）；周边拓展含盲盒系列（产品陈列图 + 场景故事海报墙，支持 2D 插画风/3D 潮玩渲染风，5 格无缝拼接，骨架锁定）、IP 竖版海报（9:16）、实物六件套 lookbook（马克杯/帆布袋/手机壳/笔记本/徽章/钥匙扣，正面朝向，自由散落，统一背景）。当用户提到「IP 延展」「IP 应用」「三视图」「表情包」「动作库」「盲盒」「周边」「IP 海报」「实物周边」「lookbook」时触发。","https://d.design/api/agent/v1/skills/hGT5cc5Mla","true","true","11226","3"
"4FiecYAS43","d-band","金牌音乐制作人","","一个有态度、懂情绪、专注于音乐创作的 Skill，可以将用户的音乐灵感直接转化为可执行的专业生成方案。专注于提供精准的编曲思路、结构设计与专业的音乐提示词，高效实现从创意灵感到真实音乐的制作。","https://d.design/api/agent/v1/skills/4FiecYAS43","true","true","3961","0"
"VryJaD4f70","ppc-visual-generator","","","PPC视觉生成专家。接收 ppc-script-generator 或 internal-ppc-script-gen 输出的结构化交接协议，逐分镜生成AI图片（关键帧），再将关键帧串联生成视频片段，最终输出完整PPC广告视频的视觉素材包。Use when 用户已完成PPC脚本生成，需要进行分镜图片生成或关键帧视频生成。","https://d.design/api/agent/v1/skills/VryJaD4f70","true","true","31633","2"
"CY0rOqMAKJ","ppc-script-generator","","PPC｜脚本","生成脚本时，修改脚本时，都必须调用此技能","https://d.design/api/agent/v1/skills/CY0rOqMAKJ","true","true","21216","7"
"fyDw2cwLX8","multi-language-translator","多语言自动翻译器","语言与翻译","当用户上传或粘贴任意文字内容，需要翻译成多种语言时激活此技能。触发关键词包括：「翻译」「多语言」「13种语言」「帮我翻译」「生成多语言版本」「translate」「multilingual」。","https://d.design/api/agent/v1/skills/fyDw2cwLX8","true","true","2203","0"
"yCge8y6M1A","html-ai-app-generator","AI应用生成器","","使用 HTML-AI-SDK 生成单页 HTML AI 应用。当用户需要创建带有 AI 能力（对话、生图）的单页 HTML 应用、网页原型、AI demo 页面时使用此技能。适用于快速生成一个可直接在浏览器打开运行的、集成 AI 能力的单文件 HTML 页面。","https://d.design/api/agent/v1/skills/yCge8y6M1A","true","true","15557","0"
"tL4r3v3JZI","ui-survey-analysis-multilingual","电商设计改版用户定量调研分析","定量分析，改版测试，用户设计反馈","电商页面设计改版用户定量调研分析师，支持多语言问卷结果分析。对电商/产品页面改版的多语言问卷数据进行结构化分析，产出中韩（或中英）双语报告。Use when the user uploads survey CSV data about a page/app redesign, mentions 定量调研分析, UI用户反馈分析，问卷分析, 改版用户评估, page redesign quantitative analysis, or needs bilingual UX research reports.","https://d.design/api/agent/v1/skills/tL4r3v3JZI","true","true","2520","1"
"hymeLycnvd","usability-test-interview-analysis","产品可用性测试分析师","产品可用性测试","对于AI驱动的设计工具（如LLM生图/编辑工具、对话式创作产品、智能设计平台等）在新功能上线后进行可用性测试分析","https://d.design/api/agent/v1/skills/hymeLycnvd","true","true","4016","0"
"vuh4n1cJcE","middle-east-design-kb"," 中东设计助手",""," 速卖通中东市场品牌设计知识库 — 查询色彩、字体、排版、人物摄影、文化禁忌等全套中东品牌规范，生成AI绘画提示词，提供上线前设计检查清单","https://d.design/api/agent/v1/skills/vuh4n1cJcE","true","true","1286","0"
"WL4Xrv6SeW","music-analyst","音乐分析","","音频音乐分析 — 自动扒谱(MIDI)、和弦分析、旋律分析。使用 Basic Pitch + librosa 从音频中提取音符、和弦进行、旋律特征、调性等音乐信息。适用于：上传音频文件分析、扒谱、和弦识别、旋律分析、音乐结构分析、扒歌、和弦提取、调性检测。输入音频文件路径或文件即可自动分析。 ","https://d.design/api/agent/v1/skills/WL4Xrv6SeW","true","true","686","0"
"Fko1lzAcRT","storyboard-planner","storyboard-planner","影视制作｜分镜","影视分镜规划与生成专家。将一句话创意拆解为专业镜头清单（Shot List），生成角色设定图、场景概念图和分镜关键帧，自动置入全能画布。支持载体（短剧/电影/动画等）和题材（动作/悬疑/爱情等）的风格化适配。","https://d.design/api/agent/v1/skills/Fko1lzAcRT","true","true","53107","4"
"4XXfxUc1u9","mission-cardv1"," 任务面板 skill","","关键词中包含”任务面板”的时候启动技能。","https://d.design/api/agent/v1/skills/4XXfxUc1u9","true","true","5689","1"
"yIQ4JV6QIy","sharp-analyst","行业分析师","行业分析，多公司汇总综合分析，市场趋势判断","行业研判分析师，交叉比对公开市场硬数据，专家访谈，内部私有数据，综合输出结构性机会研判报告。Use when performing industry analysis, multi-company comparative analysis, strategic research on specific sectors, or when the user asks for structured opportunity assessment combining expert interviews with market data. Triggered by keywords like 行业分析、研判报告、结构性机会、多公司汇总分析、行业研判、综合分析，市场分析","https://d.design/api/agent/v1/skills/yIQ4JV6QIy","true","true","3437","0"
"vxHdjrUuzL","album-1","专辑封面","","设计录音棚_配套专辑封面","https://d.design/api/agent/v1/skills/vxHdjrUuzL","true","true","1822","0"
"gPaHVW2PiR","audio-test","Melody Architect旋律架构，专业的 AI 音乐生成引擎。","","Melody Architect旋律架构，一个专业的 AI 音乐生成引擎。","https://d.design/api/agent/v1/skills/gPaHVW2PiR","true","true","3182","0"
"eCyvtMlwKR","interactive-report-architect","MD报告转成给人看的交互格式","设计、分析","Transform Markdown analysis reports into immersive, single-file interactive HTML with narrative flow, side navigation, nested collapsible sections, metric grids with sparklines, and minimalist typography. Use when the user wants to convert a Markdown report to interactive HTML, create a narrative-style web report, or generate a self-contained HTML document from analysis content.","https://d.design/api/agent/v1/skills/eCyvtMlwKR","true","true","8139","0"
"uuUkPI5AfN","aso-image-creator","","ASO｜应用商店优化","Professional ASO (App Store Optimization) image creator. Generates app screenshots from scratch based on brand archive, market, platform, and seasonal requirements. Supports hero screenshot creation, full screenshot set generation, and A/B variant creation using Nano2 with safe zone strategy. Triggers when user asks to create, design, or generate ASO screenshots/images for app store listings.","https://d.design/api/agent/v1/skills/uuUkPI5AfN","true","true","10648","25"
"0hmqFKPBz4","product-card-news","商品图文种草设计师","设计","基于 Kahneman 双系统理论为商品生成 Instagram/小红书爆款 Card News 完整方案,包含 SPEF 情境策展、每张卡的设计思路与 AI 生图提示词、文案生成、自动生图与画布整理。当用户提到「商品种草」「Card News」「小红书图文」「Instagram 轮播」「帮我卖产品」「做一套商品内容」「种草海报」时激活。","https://d.design/api/agent/v1/skills/0hmqFKPBz4","true","true","7943","2"
"k4F7KzheYA","transcript-cleaning-audit","商业访谈逐字稿审计整理","初级商业分析，商业逻辑校验","将带时间轴的原始1对1商业访谈文字稿，清洗为高信噪比Q&A档案，并进行多维数据审计与逻辑校验。Use when the user uploads interview transcripts, asks to clean/audit verbatim records, or mentions 访谈逐字稿、访谈清洗、逐字稿审计、transcript cleaning.","https://d.design/api/agent/v1/skills/k4F7KzheYA","true","true","1827","0"
"DnZQiedX79","marketplace-strategy-research-primary","公司基本面分析-仅FOR上市型","业务策略分析，单公司分析","Conducts high-intensity research and logic validation for global e-commerce, supply chain, and AI commercialization strategies. Focuses on information cross-verification, financial accuracy, and closed-loop business logic. Use when performing strategic research on e-commerce platforms, supply chain analysis, AI monetization, or when cross-validating financial metrics and market data. 仅适用于上市公司！","https://d.design/api/agent/v1/skills/DnZQiedX79","true","true","3333","0"
"VNssYjwTbc","innovation","创新策略","","企业的创新策略引导","https://d.design/api/agent/v1/skills/VNssYjwTbc","true","true","5900","1"
"9RoHkmKfwj","detail-page-template-builder","详情页模板结构化助手","电商设计","解析用户提供的电商详情页 HTML 模板，将其拆解为标准化 Section 结构，每个 Section 输出文案内容、图片信息与布局说明的 Markdown 文档。当用户提到""详情页模板解析""、""HTML 转 Section""、""模板结构化""、""详情页模块拆解""、""详情页模版创造""、""生成详情页模版""、""模版助手""时激活。","https://d.design/api/agent/v1/skills/9RoHkmKfwj","true","true","7316","1"
"Gbty02dbOV","agri-social-card-design","农产品社媒图文设计","","根据卡尼曼双系统理论，为农产品生成 7 张卡片式社媒图文（Card News）的完整设计方案，包括每张卡的视觉构图建议、AI 生图提示词、文案生成、心理学策略应用与发布前自检。当用户提到「农产品社媒」「Card News」「小红书图文」「农产品推广」「帮我卖水果/蔬菜」「做一套农产品内容」「农产品海报」时激活。","https://d.design/api/agent/v1/skills/Gbty02dbOV","true","true","9899","0"
"hnKPjHKNRA","batch-image-processor","批量商品图处理","","对电商商品图进行批量三步处理：① 清除背景/场景中的文字（保留主体物上的文字）；② 按品类规则扩图；③ 裁切至 1775×1440px（不足时自动超分辨率增强）。当用户提到""批量处理图片""、""清除背景文字""、""商品图扩图""、""图片裁切""、""图片标准化""、""商品图批量处理""时激活。","https://d.design/api/agent/v1/skills/hnKPjHKNRA","true","true","1299","0"
"K3EmTuy4rW","visual-banner-design","🌟淘海外清单氛围素材","设计","根据用户要求进行淘海外清单氛围素材图的生成。","https://d.design/api/agent/v1/skills/K3EmTuy4rW","true","true","2508","2"
"u5DhcJg5o4","marketing-image-assistant","营销图助手","","是一款商业营销视觉图生成技能。支持创建营销海报、广告图、产品推广图等商业视觉内容。当用户提及‘营销图’、‘广告素材’、‘产品展示图’时，自动触发本技能。","https://d.design/api/agent/v1/skills/u5DhcJg5o4","true","true","2582","4"
"zwRIZZkfvg","web-app-builder-d-design","UI设计专家","","当用户需要前端设计、网页设计等相关设计时，或帮助用户对于已有的前端设计项目进行优化时，使用此技能。技能包含四轴参数控制 + 8 种风格模式 + 17 项子技能 + 完整输出保障。覆盖从东方审美到机械主义、从 Awwwards 级动效到极简编辑风格的所有高端前端设计场景。","https://d.design/api/agent/v1/skills/zwRIZZkfvg","true","true","7623","34"
"E4fB7Zdobp","aso-design-reviewer","","ASO｜应用商店优化","Professional ASO design review expert. Evaluates app screenshots across visual design, UX, and conversion optimization. Supports single image review, multi-image comparison, A/B testing, industry benchmarks. Triggers when user uploads app screenshots or asks for ASO design review.","https://d.design/api/agent/v1/skills/E4fB7Zdobp","true","true","17983","47"
"ALHIiJfMbC","logo-builder-d-design","logo-builder-d-design","","通过AI 图像生成创建 Logo。讨论风格/比例、生成变体、根据用户反馈迭代。当用户想要创建 Logo、图标、favicon 或品牌标识时使用。 exclusive skill for D.Design。","https://d.design/api/agent/v1/skills/ALHIiJfMbC","true","true","4492","2"
"iIwpnlUXBC","poster","互动游戏海报设计大师","","互动游戏海报延伸设计","https://d.design/api/agent/v1/skills/iIwpnlUXBC","true","true","3796","0"
"5zsFAl2Zju","playrixs-icon","icon","","图标，icon","https://d.design/api/agent/v1/skills/5zsFAl2Zju","true","true","4866","0"
"k3YLbvIqXP","logo-creator","Logo创意生成","","用于Logo创意、生成。讨论风格/比例、生成变体、根据用户反馈迭代、裁剪、去背景并导出 SVG。当用户想要创建 Logo、图标、favicon 或品牌标识时使用。","https://d.design/api/agent/v1/skills/k3YLbvIqXP","true","true","3296","5"
"Web9Z64AQx","impeccable-design","Impeccable Design","","整套高质量前端设计生产线：产出具有创意的页面、精致的代码，避免产出通用化的AI美学风格。适用于构建网页组件、页面、设计稿、海报或应用程序，以及任何需要项目上下文和视觉打磨的设计工作。同时涵盖：响应式适配、动画、无障碍审查、大胆/克制的设计转向、色彩策略、UX 审核、愉悦感设计、简化、生产加固、布局、性能优化、极致特效、最终润色、UX 文案、设计规划和排版。","https://d.design/api/agent/v1/skills/Web9Z64AQx","true","true","2984","26"
"lerBT3HbGk","taste-skill-frontend-design-0417","Hi-END design {git版}","","高审美高品味的前端设计，覆盖前端设计的所有场景。审美品味包括：东方审美、Awwwards级别的网页高级滚动动画&电影级效果、奢华柔软设计风格、Notion/Linear风格、工业感的瑞士排版、CRT 终端、数据密集。也适合现有项目设计升级、审核修复。","https://d.design/api/agent/v1/skills/lerBT3HbGk","true","true","2806","8"
"i762pNC4Eq","ddesign-poster","堆友海报生成器","设计","当用户提到堆友、D.Design、ddesign、海报生成、活动海报、产品宣传，或需要为 D.Design 平台生成品牌视觉内容时激活此技能。支持社交媒体海报、活动/展览海报、产品功能公告、自定义营销物料，结合 AI 图像生成与 HTML 模板渲染确保品牌一致性。","https://d.design/api/agent/v1/skills/i762pNC4Eq","true","true","1640","7"
"8a2yTVqsyG","lowpoly-diplomats-style","Low Poly 几何插画画风","画风","当用户需要生成 Low Poly 低多边形几何插画风格的图像时激活此技能。适用于角色设计、场景插画、游戏美术等需要几何多边形拼接风格的场景。","https://d.design/api/agent/v1/skills/8a2yTVqsyG","true","true","1580","0"
"ccoouYLCHC","visual-badge-design","淘海外商详徽章","设计","严格按照参考资料产出徽章设计，确保所有视觉输出都符合规范，并经过专业审核","https://d.design/api/agent/v1/skills/ccoouYLCHC","true","true","1994","3"
"aTubijhXog","detail-page-assistant","电商详情页设计专家","","只需输入商品相关内容，即可自动完成详情页的结构规划与视觉设计输出，覆盖卖点提炼、版块布局、视觉呈现等核心环节，帮助商家与设计师快速交付高质量的电商详情页方案。","https://d.design/api/agent/v1/skills/aTubijhXog","true","true","10189","38"
"IoTL70arYg","newscriptoook","新脚本创意1.0","","当说到生成新的创意脚本，或者生成情感驱动的电影视频脚本（30秒/45秒/60秒），使用该技能；","https://d.design/api/agent/v1/skills/IoTL70arYg","true","true","12621","0"
"4z8nPgGWgq","virtual-dressing-up","虚拟穿戴设计专家","","无论是服饰、鞋帽、首饰、眼镜类等商品图片，均可自动驱动模特完成真实感强的虚拟上身效果，帮助电商、设计师及品牌方高效完成商品视觉呈现。","https://d.design/api/agent/v1/skills/4z8nPgGWgq","true","true","9103","0"
"muTCs8uDTn","strategic-forecaster","战略推演师","设计调研","Strategic trend forecasting and sustainability analysis for e-commerce companies. Synthesizes outputs from the-eye, cognitive-simulator, and strategic-analyst skills, cross-validates UI micro-signals against macro business evidence, assesses win-rate sustainability, and predicts next strategic moves. Use when the user has prior skill analysis results and requests trend prediction, win-rate assessment, strategic consistency audit, investment due diligence, or competitive sustainability evaluation.","https://d.design/api/agent/v1/skills/muTCs8uDTn","true","true","7838","2"
"G5OzDOB9FT","strategic-analyst","战略分析师","设计调研","Strategic business intelligence analysis combining UI-level micro-insights (from the-eye and cognitive-simulator skills) with macro-level OSINT to infer business models, organizational power structures, and competitive strategy. Use when the user provides the-eye or cognitive-simulator JSON output and asks for strategic analysis, business model identification, organizational inference, competitive positioning, investment due diligence, market strategy assessment, or SWOT analysis of an e-commerce company.","https://d.design/api/agent/v1/skills/G5OzDOB9FT","true","true","9026","3"
"EcK8RRhBG5","cognitive-simulator","商业认知分析师","设计调研","Cognitive friction analysis of e-commerce UI paths using GOMS/KLM model with regional cultural weights. Receives structured JSON from the-eye skill (component mapping, bounding-box coordinates, visual weights), simulates user interaction paths for a specified goal, and outputs quantified friction scores, dark pattern detection, tone audit, and organizational strategy inference. Use when the user provides the-eye output and asks for friction analysis, cognitive load assessment, UX path audit, competitive benchmarking, or organizational structure inference from UI design.","https://d.design/api/agent/v1/skills/EcK8RRhBG5","true","true","5109","1"
"MntOt9su1S","the-eye","视觉语义解析","设计调研","接收产品截图图片，利用 GPT-4o 或 Claude 3.5 Sonnet 等多模态大模型，对图片进行全方位的语义打点和信息结构化。 多模态抓取： 同时获取整页长截图（用于视觉权重分析）和 DOM 树/HTML 结构（用于提取 CSS 类名）。 关键组件标记： 自动识别并标注页面中的按钮（CTA）、价格标签、倒计时、客服入口坐标。 商业逻辑推断点： * 通过 CSS 类名的规范程度（如是否有完善的 Design System 命名）推断研发组织的成熟度和组件化水平。 通过首页首屏（Above the Fold）各类业务（如直播、拼团、秒杀）的像素占比，推算其当前的业务优先级与流量分配策略。","https://d.design/api/agent/v1/skills/MntOt9su1S","true","true","4835","2"
"1ZSNhgIoE7","aidc-design-sys","AIDC中台设计规范","设计","AIDC（Alibaba International Design System）是一套专业的、以效率为导向的 B 端企业级设计系统，服务于阿里国际的内部产品平台，包括供应链管理、CRO 风控平台、AE/ICBU/Lazada 业务工具以及跨境电商运营系统。设计理念以数据密度、操作清晰度和国际化适配为优先——每一个像素都服务于任务完成，而非视觉装饰。  视觉基础是在柔和的中性灰（`#F9FAFB`）页面背景上叠加纯白（`#FFFFFF`）卡片，通过背景色差而非厚重的阴影来创造微妙的层次感。系统采用双品牌色方案：**极客蓝**（`#0047FF`）——一种自信、饱和的蓝色，传递专业与信任感——作为主要交互色调，搭配**暖心橙**（`#FF5500`）作为次要品牌色，用于业务专属场景和需要吸引注意力的时刻。","https://d.design/api/agent/v1/skills/1ZSNhgIoE7","true","true","41312","0"
"KPiYspKMf8","runbook-life","Runbook.life","数字分身","深度聚焦产品设计与交互体验的核心命题，帮助设计师在复杂场景中做出更清晰、更有依据的判断。从产品功能架构的合理性推演，到交互流程的顺畅性评估；从用户需求的精准洞察，到体验细节的打磨优化，都能提供兼具专业性与前瞻性的分析视角，助力打造逻辑自洽、体验友好的产品设计。","https://d.design/api/agent/v1/skills/KPiYspKMf8","true","true","4125","16"
"AVmJOihmU6","corporate-slave","表情包玩家","","打工人表情包创意","https://d.design/api/agent/v1/skills/AVmJOihmU6","true","true","3977","2"
"Vy7Ms8wmiD","brand-creator","品牌规范创建","平台管理","当用户需要新建一套品牌规范，提取设计特征，生成设计token，品牌dna时激活此技能。","https://d.design/api/agent/v1/skills/Vy7Ms8wmiD","true","true","5044","0"
"B5V2hKRzTT","skill-creator","Skill 创建与管理","平台管理","当用户需要创建新的 Skill、查看已有 Skill、迭代优化 Skill 的 Prompt 内容、复制 Skill、或将 Skill 绑定到 Agent 时激活此技能。","https://d.design/api/agent/v1/skills/B5V2hKRzTT","true","true","967","2"
"1r930jLtIQ","comfy-app-manager","ComfyUI 应用管理","应用管理","当用户需要创建、查询、修改、复制 ComfyUI 应用，或查看可用工作流时激活此技能。支持完整的应用生命周期管理：查看应用列表、获取应用详情、浏览底层工作流、解析工作流节点结构、创建新应用、更新应用配置、复制应用、以及将应用同步为 Agent 工具。","https://d.design/api/agent/v1/skills/1r930jLtIQ","true","true","3025","3"
"3Phqc5BEGa","lookasone","一致性巡检","","帮助巡检角色、商品、场景、风格的一致性，并自动进行修改","https://d.design/api/agent/v1/skills/3Phqc5BEGa","true","true","2492","2"
"ynnPBM581J","top-brand-generator","top-brand-awesomedesign-57 brand { git }","","57个不同品牌特质的视觉产出技能：根据57个不同品牌的设计令牌（色彩、字体、组件样式、布局原则），生成品牌风格的 UI 页面图片（落地页、Dashboard、组件展示等）和宣传视觉物料（海报、Banner、社交媒体配图等）。当用户要求生成品牌风格的页面截图、品牌海报、品牌 Banner、或提到基于某个品牌的设计系统生成视觉内容时自动触发（例如""生成 Apple 风格的落地页图片""、""做个 Figma 风格的海报""、""Stripe 风格的 Dashboard 截图""）。库内57个品牌：包括 Apple、Stripe、Figma、Notion、Linear、Vercel、Spotify、Tesla 等。","https://d.design/api/agent/v1/skills/ynnPBM581J","true","true","2907","57"
"15PP72RWQ8","aidc-brand-image-review","AIDC品牌视觉物料审核skill-官方「多元链接」版","","审核图片、海报、横幅、网页、演示文稿等任何视觉素材是否符合阿里国际数字商业集团（AIDC）品牌规范。检查标志使用、品牌色（主色 #FF5000）、字体、辅助图形（多元链接系统）、版式构图及整体品牌一致性。当用户要求审核、检查、验证图片或设计是否符合 AIDC 品牌标准时触发。触发词包括：""审核品牌规范""、""品牌审核""、""检查是否符合品牌""、""review brand compliance""、""audit this design""、""check brand guidelines""，或评估 AIDC 相关视觉素材时。","https://d.design/api/agent/v1/skills/15PP72RWQ8","true","true","18463","0"
